ticket_id,timestamp,customer_id,channel,message,agent_reply,product,order_value,customer_country,resolution_status,true_category
TKT-01175,2026-02-14 04:50:03.042466,CUST-9039,email,One item is missing from my order.,We understand your frustration and appreciate your patience.,Bluetooth Speaker,20587.74,Australia,Resolved,Missing Item
TKT-01176,2026-01-10 10:34:03.042472,CUST-5366,web,Package did not contain all products.,Our support team has escalated this case.,Phone Charger,14828.64,Australia,Resolved,Missing Item
TKT-01177,2026-02-13 12:57:03.042478,CUST-9573,email,I want a refund for this order.,We understand your frustration and appreciate your patience.,Laptop Sleeve,28752.49,Germany,Escalated,Refund Request
TKT-01178,2026-02-19 23:14:03.042485,CUST-9814,email,The package contains another item.,Our support team has escalated this case.,Laptop Sleeve,8353.69,United States,Pending,Wrong Item
TKT-01179,2026-02-01 12:06:03.042491,CUST-6272,email,This is not what I ordered.,We're sorry for the inconvenience. Our team is looking into this issue.,Wireless Earbuds,18718.12,India,Pending,Wrong Item
TKT-01180,2026-04-06 03:18:03.042498,CUST-4391,email,I want to stop recurring billing.,We understand your frustration and appreciate your patience.,Gaming Mouse,17408.0,Australia,Pending,Subscription Cancellation
TKT-01181,2026-01-30 13:07:03.042505,CUST-6880,email,Product was damaged during shipping.,We understand your frustration and appreciate your patience.,Wireless Earbuds,49955.78,Australia,Resolved,Damaged Product
TKT-01182,2025-12-02 07:38:03.042511,CUST-2210,chat,Transaction unsuccessful.,We understand your frustration and appreciate your patience.,Monitor,2153.86,United Kingdom,Escalated,Payment Failure
TKT-01183,2026-02-10 09:55:03.042517,CUST-6278,email,Transaction unsuccessful.,We're sorry for the inconvenience. Our team is looking into this issue.,Phone Charger,42260.83,Australia,Pending,Payment Failure
TKT-01184,2026-05-09 01:18:03.042525,CUST-1860,email,Material feels cheap.,Our support team has escalated this case.,Monitor,6202.42,Australia,Resolved,Product Quality
TKT-01185,2025-11-16 09:25:03.042531,CUST-1540,email,Account login failed.,We're sorry for the inconvenience. Our team is looking into this issue.,Gaming Mouse,14070.19,India,Resolved,Login Issue
TKT-01186,2026-01-11 23:24:03.042538,CUST-1382,email,Unable to access dashboard.,We're sorry for the inconvenience. Our team is looking into this issue.,Gaming Mouse,48438.62,Australia,Escalated,Login Issue
TKT-01187,2026-04-11 23:38:03.042545,CUST-2720,chat,The package contains another item.,Our support team has escalated this case.,Gaming Mouse,49003.85,India,Pending,Wrong Item
TKT-01188,2026-04-02 14:45:03.042551,CUST-7646,web,Card was charged twice.,We understand your frustration and appreciate your patience.,Wireless Earbuds,29841.7,Australia,Pending,Payment Failure
TKT-01189,2025-11-23 08:34:03.042558,CUST-1351,web,I returned the item but haven't received my refund.,We understand your frustration and appreciate your patience.,Gaming Mouse,19254.4,Canada,Resolved,Refund Request
TKT-01190,2025-11-13 22:59:03.042565,CUST-7721,email,Delivery was supposed to be yesterday.,We're sorry for the inconvenience. Our team is looking into this issue.,Laptop Sleeve,14148.62,United Kingdom,Resolved,Delivery Delay
TKT-01191,2026-01-22 01:26:03.042574,CUST-6472,chat,I want a refund for this order.,We understand your frustration and appreciate your patience.,Smart Watch,11603.66,Germany,Resolved,Refund Request
TKT-01192,2025-12-10 02:42:03.042580,CUST-1253,email,Unable to access dashboard.,We understand your frustration and appreciate your patience.,Gaming Mouse,2479.11,Germany,Resolved,Login Issue
TKT-01193,2026-04-28 06:55:03.042586,CUST-8662,chat,I returned the item but haven't received my refund.,We understand your frustration and appreciate your patience.,Wireless Earbuds,26990.82,Germany,Resolved,Refund Request
TKT-01194,2026-01-03 08:57:03.042593,CUST-6730,web,Where is my order?,Thank you for reaching out. We will resolve this as soon as possible.,Gaming Mouse,1730.64,Canada,Resolved,Delivery Delay
TKT-01195,2026-01-15 18:00:03.042599,CUST-1282,email,I received the wrong product.,We're sorry for the inconvenience. Our team is looking into this issue.,Laptop Sleeve,9825.62,United States,Pending,Wrong Item
TKT-01196,2025-12-17 23:24:03.042605,CUST-7529,chat,Found a bug in the application.,Our support team has escalated this case.,Wireless Earbuds,45478.22,India,Resolved,Technical Bug
TKT-01197,2026-03-02 19:07:03.042611,CUST-5396,email,Password reset link is not working.,We're sorry for the inconvenience. Our team is looking into this issue.,Keyboard,13599.23,Canada,Resolved,Login Issue
TKT-01198,2026-05-06 12:42:03.042618,CUST-6380,web,The package contains another item.,Thank you for reaching out. We will resolve this as soon as possible.,Bluetooth Speaker,39579.39,Canada,Escalated,Wrong Item
TKT-01199,2026-02-16 16:07:03.042624,CUST-3084,web,Where is my order?,Thank you for reaching out. We will resolve this as soon as possible.,Laptop Sleeve,20404.22,Australia,Resolved,Delivery Delay
TKT-01200,2025-12-26 05:39:03.042632,CUST-8955,chat,Very disappointed with the quality.,We're sorry for the inconvenience. Our team is looking into this issue.,Gaming Mouse,18275.05,United States,Resolved,Product Quality
TKT-01201,2026-03-18 07:34:03.042638,CUST-4347,email,My order has not arrived yet.,We're sorry for the inconvenience. Our team is looking into this issue.,Wireless Earbuds,9556.57,Australia,Pending,Delivery Delay
TKT-01202,2025-11-19 00:02:03.042644,CUST-2073,email,Packaging was torn and product is damaged.,We're sorry for the inconvenience. Our team is looking into this issue.,Laptop Sleeve,24405.5,Germany,Pending,Damaged Product
TKT-01203,2025-12-05 03:47:03.042651,CUST-1855,email,Order incomplete.,Our support team has escalated this case.,Monitor,17761.61,Canada,Escalated,Missing Item
TKT-01204,2026-01-03 03:53:03.042657,CUST-6279,web,I want a refund for this order.,Thank you for reaching out. We will resolve this as soon as possible.,Monitor,28345.16,United States,Pending,Refund Request
TKT-01205,2026-01-06 07:58:03.042663,CUST-2455,web,Please process my refund.,Our support team has escalated this case.,Wireless Earbuds,46698.57,United Kingdom,Escalated,Refund Request
TKT-01206,2026-01-31 10:27:03.042669,CUST-9876,email,Please cancel my subscription.,We're sorry for the inconvenience. Our team is looking into this issue.,Laptop Sleeve,5390.04,Australia,Pending,Subscription Cancellation
TKT-01207,2026-02-03 16:01:03.042675,CUST-4975,web,The quality is very poor.,We're sorry for the inconvenience. Our team is looking into this issue.,Laptop Sleeve,42130.14,United States,Pending,Product Quality
TKT-01208,2026-05-01 15:51:03.042681,CUST-6811,email,My order has not arrived yet.,Our support team has escalated this case.,Phone Charger,5235.69,Australia,Resolved,Delivery Delay
TKT-01209,2026-02-13 05:58:03.042689,CUST-4095,web,Account login failed.,We're sorry for the inconvenience. Our team is looking into this issue.,Wireless Earbuds,38507.92,United States,Resolved,Login Issue
TKT-01210,2025-11-28 06:06:03.042697,CUST-6846,email,Please cancel my subscription.,We're sorry for the inconvenience. Our team is looking into this issue.,Wireless Earbuds,14350.83,United States,Pending,Subscription Cancellation
TKT-01211,2026-04-15 00:06:03.042703,CUST-8757,chat,Password reset link is not working.,Thank you for reaching out. We will resolve this as soon as possible.,Laptop Sleeve,41771.4,India,Resolved,Login Issue
TKT-01212,2026-01-30 14:22:03.042710,CUST-8760,email,Where is my order?,We're sorry for the inconvenience. Our team is looking into this issue.,Keyboard,2552.83,United Kingdom,Escalated,Delivery Delay
TKT-01213,2025-11-29 22:39:03.042716,CUST-6913,email,Package did not contain all products.,Our support team has escalated this case.,Keyboard,44443.05,United States,Escalated,Missing Item
TKT-01214,2026-01-26 19:41:03.042722,CUST-2065,email,I want a refund for this order.,Thank you for reaching out. We will resolve this as soon as possible.,Keyboard,12976.65,Germany,Resolved,Refund Request
TKT-01215,2026-02-10 19:31:03.042728,CUST-3199,email,I want to stop recurring billing.,Thank you for reaching out. We will resolve this as soon as possible.,Gaming Mouse,25071.73,United States,Pending,Subscription Cancellation
TKT-01216,2026-04-13 11:35:03.042750,CUST-9186,chat,Cancel my membership immediately.,Thank you for reaching out. We will resolve this as soon as possible.,Smart Watch,45038.97,Germany,Resolved,Subscription Cancellation
TKT-01217,2026-03-20 23:36:03.042756,CUST-2283,chat,Material feels cheap.,We're sorry for the inconvenience. Our team is looking into this issue.,Bluetooth Speaker,16292.15,United Kingdom,Resolved,Product Quality
TKT-01218,2026-02-23 05:55:03.042763,CUST-6756,chat,Missing accessories.,We understand your frustration and appreciate your patience.,Bluetooth Speaker,28295.95,United States,Pending,Missing Item
TKT-01219,2026-03-28 19:59:03.042769,CUST-1067,web,Order incomplete.,We understand your frustration and appreciate your patience.,Monitor,5177.3,United Kingdom,Resolved,Missing Item
TKT-01220,2025-12-29 01:26:03.042777,CUST-5129,web,Account login failed.,We understand your frustration and appreciate your patience.,Wireless Earbuds,31792.13,United States,Pending,Login Issue
TKT-01221,2025-11-29 19:49:03.042783,CUST-9359,chat,My order has not arrived yet.,We understand your frustration and appreciate your patience.,Laptop Sleeve,6522.29,Canada,Pending,Delivery Delay
TKT-01222,2026-02-05 12:37:03.042789,CUST-5423,email,Unable to complete payment.,Our support team has escalated this case.,Laptop Sleeve,15056.21,United States,Pending,Payment Failure
TKT-01223,2026-01-09 03:29:03.042796,CUST-4245,email,Package did not contain all products.,Our support team has escalated this case.,Keyboard,23962.89,Germany,Escalated,Missing Item
TKT-01224,2026-04-21 09:59:03.042803,CUST-1134,chat,Password reset link is not working.,We're sorry for the inconvenience. Our team is looking into this issue.,Monitor,24868.22,United States,Pending,Login Issue
TKT-01225,2026-01-27 02:48:03.042809,CUST-2533,email,I cannot log into my account.,Thank you for reaching out. We will resolve this as soon as possible.,Bluetooth Speaker,7757.38,United Kingdom,Resolved,Login Issue
TKT-01226,2026-02-05 23:24:03.042815,CUST-6365,email,Very disappointed with the quality.,We understand your frustration and appreciate your patience.,Laptop Sleeve,21104.5,India,Escalated,Product Quality
TKT-01227,2026-04-12 01:01:03.042822,CUST-8519,email,Material feels cheap.,We understand your frustration and appreciate your patience.,Gaming Mouse,47862.82,India,Escalated,Product Quality
TKT-01228,2026-03-03 22:33:03.042828,CUST-7945,chat,Unable to complete payment.,We understand your frustration and appreciate your patience.,Keyboard,30606.11,Germany,Pending,Payment Failure
TKT-01229,2026-03-24 12:53:03.042835,CUST-4772,web,Transaction unsuccessful.,We understand your frustration and appreciate your patience.,Keyboard,2292.59,Germany,Pending,Payment Failure
TKT-01230,2026-04-12 03:50:03.042844,CUST-6865,web,Payment failed but money was deducted.,We're sorry for the inconvenience. Our team is looking into this issue.,Smart Watch,47264.07,United States,Pending,Payment Failure
TKT-01231,2025-12-28 05:11:03.042850,CUST-6309,email,Package did not contain all products.,Our support team has escalated this case.,Bluetooth Speaker,28982.6,United Kingdom,Pending,Missing Item
TKT-01232,2025-12-21 22:16:03.042856,CUST-3097,web,Account login failed.,We understand your frustration and appreciate your patience.,Smart Watch,7759.55,India,Pending,Login Issue
TKT-01233,2026-04-01 23:11:03.042862,CUST-2426,email,Please process my refund.,Our support team has escalated this case.,Laptop Sleeve,41849.4,Australia,Escalated,Refund Request
TKT-01234,2026-02-24 12:50:03.042869,CUST-1559,email,Subscription is difficult to cancel.,We understand your frustration and appreciate your patience.,Smart Watch,4982.74,United Kingdom,Pending,Subscription Cancellation
TKT-01235,2025-12-22 01:09:03.042875,CUST-8811,web,My order has not arrived yet.,Our support team has escalated this case.,Laptop Sleeve,40865.39,United States,Escalated,Delivery Delay
TKT-01236,2025-12-29 01:56:03.042881,CUST-5892,chat,Order incomplete.,Our support team has escalated this case.,Bluetooth Speaker,18673.24,India,Resolved,Missing Item
TKT-01237,2026-01-13 06:39:03.042887,CUST-4524,email,Product was damaged during shipping.,We understand your frustration and appreciate your patience.,Smart Watch,10578.62,United Kingdom,Resolved,Damaged Product
TKT-01238,2026-04-05 21:16:03.042893,CUST-3549,email,Subscription is difficult to cancel.,Thank you for reaching out. We will resolve this as soon as possible.,Gaming Mouse,5715.31,United Kingdom,Resolved,Subscription Cancellation
TKT-01239,2025-12-28 08:56:03.042899,CUST-7097,web,Very disappointed with the quality.,We're sorry for the inconvenience. Our team is looking into this issue.,Gaming Mouse,44560.31,Canada,Resolved,Product Quality
TKT-01240,2026-02-16 10:34:03.042907,CUST-4265,web,Very disappointed with the quality.,We understand your frustration and appreciate your patience.,Laptop Sleeve,36391.26,United States,Resolved,Product Quality
TKT-01241,2026-04-17 22:11:03.042913,CUST-1911,web,Checkout page is broken.,Thank you for reaching out. We will resolve this as soon as possible.,Laptop Sleeve,11293.79,India,Pending,Technical Bug
TKT-01242,2025-11-11 11:51:03.042919,CUST-7369,web,I cannot log into my account.,Our support team has escalated this case.,Smart Watch,46014.15,Canada,Resolved,Login Issue
TKT-01243,2025-11-29 05:04:03.042925,CUST-4429,chat,Account login failed.,Our support team has escalated this case.,Gaming Mouse,26397.11,Germany,Resolved,Login Issue
TKT-01244,2026-03-08 09:07:03.042931,CUST-2877,web,Product was damaged during shipping.,We understand your frustration and appreciate your patience.,Laptop Sleeve,21372.11,United States,Resolved,Damaged Product
TKT-01245,2026-04-25 18:00:03.042937,CUST-8838,email,Delivery was supposed to be yesterday.,Thank you for reaching out. We will resolve this as soon as possible.,Phone Charger,7921.18,United States,Escalated,Delivery Delay
TKT-01246,2026-03-08 14:28:03.042949,CUST-7449,chat,Material feels cheap.,We understand your frustration and appreciate your patience.,Gaming Mouse,41040.17,United States,Escalated,Product Quality
TKT-01247,2025-11-19 15:37:03.042955,CUST-9668,web,The package contains another item.,We understand your frustration and appreciate your patience.,Monitor,38075.8,Germany,Resolved,Wrong Item
TKT-01248,2026-03-20 02:15:03.042962,CUST-5892,web,Order incomplete.,We understand your frustration and appreciate your patience.,Smart Watch,680.84,Canada,Resolved,Missing Item
TKT-01249,2026-03-10 14:51:03.042968,CUST-3817,web,The package is delayed and there is no update.,We understand your frustration and appreciate your patience.,Bluetooth Speaker,36832.67,United Kingdom,Escalated,Delivery Delay
TKT-01250,2026-05-06 18:42:03.042976,CUST-8638,email,Unable to complete payment.,Our support team has escalated this case.,Phone Charger,25580.17,United Kingdom,Resolved,Payment Failure
TKT-01251,2025-12-08 03:33:03.042988,CUST-2590,chat,Package did not contain all products.,We understand your frustration and appreciate your patience.,Monitor,18571.08,Canada,Escalated,Missing Item
TKT-01252,2026-03-17 10:35:03.042994,CUST-9402,web,I received the wrong product.,We understand your frustration and appreciate your patience.,Monitor,42224.85,Canada,Escalated,Wrong Item
TKT-01253,2026-01-28 06:20:03.043001,CUST-2548,web,The package is delayed and there is no update.,We're sorry for the inconvenience. Our team is looking into this issue.,Smart Watch,44363.87,India,Resolved,Delivery Delay
TKT-01254,2026-01-05 01:52:03.043007,CUST-8826,chat,Order incomplete.,Thank you for reaching out. We will resolve this as soon as possible.,Gaming Mouse,32461.34,United Kingdom,Pending,Missing Item
TKT-01255,2026-04-26 13:12:03.043013,CUST-1422,chat,Website shows an error.,We understand your frustration and appreciate your patience.,Gaming Mouse,36045.2,United States,Resolved,Technical Bug
TKT-01256,2026-04-09 11:45:03.043020,CUST-5677,web,Package did not contain all products.,Our support team has escalated this case.,Gaming Mouse,38102.7,United Kingdom,Pending,Missing Item
TKT-01257,2026-01-23 03:14:03.043026,CUST-4894,email,My order has not arrived yet.,Thank you for reaching out. We will resolve this as soon as possible.,Wireless Earbuds,16059.29,Australia,Resolved,Delivery Delay
TKT-01258,2026-01-07 20:37:03.043033,CUST-9530,web,Cancel my membership immediately.,We understand your frustration and appreciate your patience.,Bluetooth Speaker,13865.44,United States,Resolved,Subscription Cancellation
TKT-01259,2026-02-25 21:22:03.043039,CUST-1945,web,The item arrived broken.,Our support team has escalated this case.,Keyboard,15180.12,Australia,Pending,Damaged Product
TKT-01260,2025-11-11 01:01:03.043047,CUST-7289,web,Found a bug in the application.,Thank you for reaching out. We will resolve this as soon as possible.,Wireless Earbuds,9786.68,Germany,Pending,Technical Bug
TKT-01261,2026-01-01 09:11:03.043053,CUST-2482,web,Where is my order?,We're sorry for the inconvenience. Our team is looking into this issue.,Bluetooth Speaker,34984.7,United States,Pending,Delivery Delay
TKT-01262,2025-11-14 06:17:03.043060,CUST-8963,web,Where is my order?,Our support team has escalated this case.,Monitor,46988.54,United States,Pending,Delivery Delay
TKT-01263,2026-04-27 01:42:03.043066,CUST-6332,email,Product does not match expectations.,Our support team has escalated this case.,Gaming Mouse,41181.29,Canada,Resolved,Product Quality
TKT-01264,2025-12-20 01:38:03.043072,CUST-6722,chat,Website shows an error.,We're sorry for the inconvenience. Our team is looking into this issue.,Keyboard,2916.73,United States,Pending,Technical Bug
TKT-01265,2026-03-15 17:57:03.043078,CUST-4229,web,I returned the item but haven't received my refund.,Our support team has escalated this case.,Smart Watch,1277.25,Canada,Escalated,Refund Request
TKT-01266,2026-01-19 20:26:03.043084,CUST-3700,email,Delivery was supposed to be yesterday.,We're sorry for the inconvenience. Our team is looking into this issue.,Gaming Mouse,11150.22,United States,Pending,Delivery Delay
TKT-01267,2026-02-08 07:28:03.043091,CUST-1211,web,Missing accessories.,We understand your frustration and appreciate your patience.,Smart Watch,7465.74,Canada,Pending,Missing Item
TKT-01268,2026-02-23 09:51:03.043097,CUST-9719,chat,Please cancel my subscription.,Thank you for reaching out. We will resolve this as soon as possible.,Monitor,48643.97,Australia,Escalated,Subscription Cancellation
TKT-01269,2026-02-25 15:15:03.043103,CUST-4477,chat,Password reset link is not working.,Our support team has escalated this case.,Monitor,24634.88,United States,Pending,Login Issue
TKT-01270,2026-03-09 06:37:03.043111,CUST-6576,chat,Product was damaged during shipping.,We're sorry for the inconvenience. Our team is looking into this issue.,Laptop Sleeve,30522.96,Australia,Escalated,Damaged Product
TKT-01271,2025-11-30 08:52:03.043117,CUST-7278,chat,Account login failed.,Thank you for reaching out. We will resolve this as soon as possible.,Keyboard,1908.64,United Kingdom,Escalated,Login Issue
TKT-01272,2026-04-04 09:59:03.043124,CUST-3355,email,The package contains another item.,We're sorry for the inconvenience. Our team is looking into this issue.,Gaming Mouse,18766.79,United States,Pending,Wrong Item
TKT-01273,2026-03-21 10:21:03.043131,CUST-6223,web,Unable to complete payment.,We understand your frustration and appreciate your patience.,Phone Charger,10902.11,Canada,Resolved,Payment Failure
TKT-01274,2026-04-27 23:23:03.043137,CUST-2046,web,Payment failed but money was deducted.,We understand your frustration and appreciate your patience.,Monitor,6792.1,United States,Resolved,Payment Failure
TKT-01275,2026-04-13 14:49:03.043144,CUST-7387,email,Checkout page is broken.,We're sorry for the inconvenience. Our team is looking into this issue.,Laptop Sleeve,39811.73,United Kingdom,Escalated,Technical Bug
TKT-01276,2025-12-27 15:39:03.043151,CUST-7618,web,Subscription is difficult to cancel.,Our support team has escalated this case.,Wireless Earbuds,49956.27,United Kingdom,Resolved,Subscription Cancellation
TKT-01277,2026-02-09 03:36:03.043157,CUST-7058,email,This is not what I ordered.,We understand your frustration and appreciate your patience.,Bluetooth Speaker,49165.99,Australia,Pending,Wrong Item
TKT-01278,2025-11-14 09:34:03.043163,CUST-6988,chat,The quality is very poor.,Our support team has escalated this case.,Smart Watch,32385.96,Canada,Pending,Product Quality
TKT-01279,2026-02-23 10:21:03.043169,CUST-5416,web,Please process my refund.,Thank you for reaching out. We will resolve this as soon as possible.,Keyboard,14937.76,India,Resolved,Refund Request
TKT-01280,2025-12-29 21:27:03.043177,CUST-3389,chat,Refund has not been credited.,We're sorry for the inconvenience. Our team is looking into this issue.,Phone Charger,41210.88,India,Pending,Refund Request
TKT-01281,2026-04-15 10:23:03.043183,CUST-7780,chat,Cancel my membership immediately.,We're sorry for the inconvenience. Our team is looking into this issue.,Laptop Sleeve,10433.29,Germany,Pending,Subscription Cancellation
TKT-01282,2026-03-24 20:01:03.043190,CUST-3385,email,The quality is very poor.,Our support team has escalated this case.,Phone Charger,24635.71,United Kingdom,Escalated,Product Quality
TKT-01283,2026-04-17 08:49:03.043196,CUST-2625,email,The package is delayed and there is no update.,We're sorry for the inconvenience. Our team is looking into this issue.,Laptop Sleeve,36381.62,Germany,Resolved,Delivery Delay
TKT-01284,2025-12-17 18:06:03.043202,CUST-4493,email,Checkout page is broken.,Thank you for reaching out. We will resolve this as soon as possible.,Bluetooth Speaker,36350.0,United Kingdom,Escalated,Technical Bug
TKT-01285,2026-04-18 13:14:03.043209,CUST-1332,chat,Please cancel my subscription.,We're sorry for the inconvenience. Our team is looking into this issue.,Smart Watch,16213.41,Canada,Pending,Subscription Cancellation
TKT-01286,2026-02-18 01:52:03.043215,CUST-7687,email,The package is delayed and there is no update.,We're sorry for the inconvenience. Our team is looking into this issue.,Keyboard,5524.53,Australia,Resolved,Delivery Delay
TKT-01287,2026-03-24 06:13:03.043221,CUST-2205,web,Cancel my membership immediately.,Our support team has escalated this case.,Phone Charger,11717.22,Germany,Pending,Subscription Cancellation
TKT-01288,2026-05-05 12:16:03.043227,CUST-7541,chat,Payment failed but money was deducted.,We're sorry for the inconvenience. Our team is looking into this issue.,Gaming Mouse,12688.65,Australia,Pending,Payment Failure
TKT-01289,2026-03-30 01:28:03.043233,CUST-5585,email,Package did not contain all products.,Thank you for reaching out. We will resolve this as soon as possible.,Laptop Sleeve,20419.48,Australia,Escalated,Missing Item
TKT-01290,2026-01-08 15:00:03.043241,CUST-3675,chat,Card was charged twice.,We're sorry for the inconvenience. Our team is looking into this issue.,Keyboard,28976.43,Canada,Resolved,Payment Failure
TKT-01291,2025-12-08 04:13:03.043248,CUST-7861,email,Where is my order?,We understand your frustration and appreciate your patience.,Monitor,47787.64,United States,Escalated,Delivery Delay
TKT-01292,2026-02-06 11:31:03.043254,CUST-4859,chat,Website shows an error.,We're sorry for the inconvenience. Our team is looking into this issue.,Laptop Sleeve,24604.07,Australia,Pending,Technical Bug
TKT-01293,2026-01-21 15:17:03.043261,CUST-5160,web,My order has not arrived yet.,Thank you for reaching out. We will resolve this as soon as possible.,Smart Watch,43675.99,United Kingdom,Resolved,Delivery Delay
TKT-01294,2026-03-23 14:33:03.043269,CUST-5516,chat,Password reset link is not working.,Thank you for reaching out. We will resolve this as soon as possible.,Gaming Mouse,28524.24,India,Pending,Login Issue
TKT-01295,2026-05-03 17:44:03.043275,CUST-4660,web,Unable to access dashboard.,We're sorry for the inconvenience. Our team is looking into this issue.,Gaming Mouse,38838.91,United States,Pending,Login Issue
TKT-01296,2026-04-10 11:04:03.043281,CUST-8454,email,I returned the item but haven't received my refund.,We understand your frustration and appreciate your patience.,Bluetooth Speaker,525.85,Australia,Pending,Refund Request
TKT-01297,2026-04-30 03:28:03.043287,CUST-2962,web,I want a refund for this order.,Our support team has escalated this case.,Keyboard,45712.99,United Kingdom,Resolved,Refund Request
TKT-01298,2025-12-21 10:38:03.043293,CUST-8191,email,I want to stop recurring billing.,Thank you for reaching out. We will resolve this as soon as possible.,Gaming Mouse,10905.61,Canada,Escalated,Subscription Cancellation
TKT-01299,2026-02-27 20:37:03.043300,CUST-4601,chat,Please cancel my subscription.,We understand your frustration and appreciate your patience.,Gaming Mouse,1798.49,Canada,Pending,Subscription Cancellation
TKT-01300,2025-12-09 06:53:03.043307,CUST-1504,chat,Card was charged twice.,Thank you for reaching out. We will resolve this as soon as possible.,Phone Charger,32236.63,India,Resolved,Payment Failure
TKT-01301,2025-11-15 15:35:03.043313,CUST-2313,email,The package contains another item.,Thank you for reaching out. We will resolve this as soon as possible.,Keyboard,2002.83,Canada,Pending,Wrong Item
TKT-01302,2026-03-14 03:23:03.043320,CUST-8438,chat,Card was charged twice.,We understand your frustration and appreciate your patience.,Phone Charger,24172.81,United Kingdom,Pending,Payment Failure
TKT-01303,2026-02-22 22:28:03.043326,CUST-2214,email,Material feels cheap.,We're sorry for the inconvenience. Our team is looking into this issue.,Gaming Mouse,12065.09,United States,Pending,Product Quality
TKT-01304,2026-01-23 01:09:03.043332,CUST-1162,email,Account login failed.,We're sorry for the inconvenience. Our team is looking into this issue.,Keyboard,36846.46,Canada,Resolved,Login Issue
TKT-01305,2026-04-03 03:12:03.043339,CUST-9305,chat,Very disappointed with the quality.,We're sorry for the inconvenience. Our team is looking into this issue.,Laptop Sleeve,11454.03,Canada,Escalated,Product Quality
TKT-01306,2026-03-17 15:10:03.043345,CUST-9985,email,Package did not contain all products.,Thank you for reaching out. We will resolve this as soon as possible.,Keyboard,47753.92,United Kingdom,Escalated,Missing Item
TKT-01307,2026-03-05 15:39:03.043351,CUST-1560,email,I cannot log into my account.,We're sorry for the inconvenience. Our team is looking into this issue.,Wireless Earbuds,44196.88,United Kingdom,Pending,Login Issue
TKT-01308,2026-01-18 04:31:03.043357,CUST-6621,email,I want to stop recurring billing.,We understand your frustration and appreciate your patience.,Wireless Earbuds,16482.73,Australia,Resolved,Subscription Cancellation
TKT-01309,2026-03-07 06:54:03.043363,CUST-9192,email,Incorrect item delivered.,Thank you for reaching out. We will resolve this as soon as possible.,Keyboard,6673.95,United States,Escalated,Wrong Item
TKT-01310,2026-01-24 08:13:03.043371,CUST-3342,email,Product was damaged during shipping.,Our support team has escalated this case.,Monitor,2492.63,Canada,Pending,Damaged Product
TKT-01311,2026-01-23 13:58:03.043594,CUST-2130,chat,Account login failed.,We understand your frustration and appreciate your patience.,Keyboard,12419.53,Australia,Pending,Login Issue
TKT-01312,2026-03-31 23:02:03.043609,CUST-7550,email,Refund has not been credited.,We understand your frustration and appreciate your patience.,Wireless Earbuds,711.73,Canada,Escalated,Refund Request
TKT-01313,2025-12-05 19:39:03.043615,CUST-2736,email,Where is my order?,Thank you for reaching out. We will resolve this as soon as possible.,Wireless Earbuds,16303.5,United States,Pending,Delivery Delay
TKT-01314,2025-11-15 20:02:03.043621,CUST-5331,chat,Very disappointed with the quality.,We understand your frustration and appreciate your patience.,Laptop Sleeve,19085.08,United Kingdom,Escalated,Product Quality
TKT-01315,2026-04-08 15:24:03.043630,CUST-2996,web,I want a refund for this order.,We're sorry for the inconvenience. Our team is looking into this issue.,Bluetooth Speaker,20995.1,Canada,Resolved,Refund Request
TKT-01316,2026-02-08 05:10:03.043636,CUST-1899,chat,Very disappointed with the quality.,We're sorry for the inconvenience. Our team is looking into this issue.,Monitor,42556.58,United States,Resolved,Product Quality
TKT-01317,2026-03-05 03:02:03.043643,CUST-1386,web,Please cancel my subscription.,Thank you for reaching out. We will resolve this as soon as possible.,Monitor,11368.25,India,Resolved,Subscription Cancellation
TKT-01318,2026-02-08 02:53:03.043649,CUST-8930,chat,Website shows an error.,We're sorry for the inconvenience. Our team is looking into this issue.,Laptop Sleeve,38128.16,India,Pending,Technical Bug
TKT-01319,2025-12-12 17:50:03.043655,CUST-5948,chat,I returned the item but haven't received my refund.,We're sorry for the inconvenience. Our team is looking into this issue.,Bluetooth Speaker,15400.75,United Kingdom,Escalated,Refund Request
TKT-01320,2026-03-18 05:02:03.043663,CUST-5338,web,Checkout page is broken.,Thank you for reaching out. We will resolve this as soon as possible.,Smart Watch,1722.96,Germany,Resolved,Technical Bug
TKT-01321,2026-02-25 23:41:03.043669,CUST-6931,web,Material feels cheap.,Our support team has escalated this case.,Laptop Sleeve,36232.0,Germany,Resolved,Product Quality
TKT-01322,2026-01-06 04:12:03.043675,CUST-7555,email,The item arrived broken.,Our support team has escalated this case.,Keyboard,35302.26,Australia,Pending,Damaged Product
TKT-01323,2026-03-13 19:43:03.043681,CUST-2236,web,Material feels cheap.,Thank you for reaching out. We will resolve this as soon as possible.,Phone Charger,45482.99,Germany,Resolved,Product Quality
TKT-01324,2025-12-18 18:17:03.043687,CUST-4146,chat,The package is delayed and there is no update.,Our support team has escalated this case.,Monitor,46332.93,Canada,Pending,Delivery Delay
TKT-01325,2025-11-26 08:14:03.043694,CUST-4798,chat,One item is missing from my order.,Our support team has escalated this case.,Phone Charger,46519.77,Australia,Resolved,Missing Item
TKT-01326,2026-03-26 03:15:03.043701,CUST-6168,web,Please process my refund.,We understand your frustration and appreciate your patience.,Gaming Mouse,29768.14,United Kingdom,Resolved,Refund Request
TKT-01327,2026-03-28 21:06:03.043707,CUST-8891,web,Payment failed but money was deducted.,Thank you for reaching out. We will resolve this as soon as possible.,Laptop Sleeve,42998.58,Canada,Escalated,Payment Failure
